word,pos,meaningZh,exampleEn,exampleZh,level,topicTag
"zipper","n.","拉鍊","","","7000","7000-words"
"zone","n.","地區;時區;(地)層","","","7000","7000-words"
"absolute","adj.","絕對的;完全的","","","7000","7000-words"
"abstract","adj.","抽象的","","","7000","7000-words"
"academic","adj.","學術的","","","7000","7000-words"
"accidental","adj.","偶然的;意外的","","","7000","7000-words"
"acid","adj.","酸性的;有酸味的","","","7000","7000-words"
"adequate","adj.","足夠的","","","7000","7000-words"
"admirable","adj.","值得讚揚的;絕妙的","","","7000","7000-words"
"aggressive","adj.","好鬥的,挑釁的;有進取精神的","","","7000","7000-words"
"agreeable","adj.","欣然贊同的","","","7000","7000-words"
"alert","adj.","警惕的;機敏的","","","7000","7000-words"
"amateur","adj.","業餘的;外行的","","","7000","7000-words"
"ambitious","adj.","有野心的","","","7000","7000-words"
"annual","adj.","一年一次的;每年的","","","7000","7000-words"
"anxious","adj.","焦慮的,掛念的","","","7000","7000-words"
"appropriate","adj.","適當的,恰當的","","","7000","7000-words"
"artificial","adj.","人工的","","","7000","7000-words"
"artistic","adj.","藝術的","","","7000","7000-words"
"ashamed","adj.","羞愧的","","","7000","7000-words"
"associate","adj.","夥伴的;共事的;副的;聯合的","","","7000","7000-words"
"athletic","adj.","運動的,體育的;行動敏捷的","","","7000","7000-words"
"atomic","adj.","原子的","","","7000","7000-words"
"audio","adj.","聽覺的,聲音的","","","7000","7000-words"
"awkward","adj.","笨拙的;尷尬的","","","7000","7000-words"
"bald","adj.","禿頭的","","","7000","7000-words"
"bankrupt","adj.","破產的;已完全失敗的","","","7000","7000-words"
"broke","adj.","一文不名的;破了產的","","","7000","7000-words"
"brutal","adj.","野蠻的;粗暴的","","","7000","7000-words"
"characteristic","adj.","特有的,獨特的","","","7000","7000-words"
"circular","adj.","圓形的;環形的","","","7000","7000-words"
"civilian","adj.","百姓的;民用的","","","7000","7000-words"
"clumsy","adj.","笨拙的","","","7000","7000-words"
"coarse","adj.","粗的,粗糙的","","","7000","7000-words"
"comic","adj.","滑稽的","","","7000","7000-words"
"competitive","adj.","競爭的","","","7000","7000-words"
"concrete","adj.","具體的","","","7000","7000-words"
"consequent","adj.","隨之發生的","","","7000","7000-words"
"conservative","adj.","保守的,守舊的","","","7000","7000-words"
"consistent","adj.","始終如一的,前後一致的","","","7000","7000-words"
"constructive","adj.","建設性的;積極的;有助益的","","","7000","7000-words"
"content","adj.","滿意的;甘願的","","","7000","7000-words"
"continual","adj.","不間斷的,連續的","","","7000","7000-words"
"continuous","adj.","連續的,不斷的","","","7000","7000-words"
"contrary","adj.","相反的,對立的","","","7000","7000-words"
"conventional","adj.","習慣的,慣例的","","","7000","7000-words"
"cooperative","adj.","合作的;合作社的","","","7000","7000-words"
"copper","adj.","紅銅色的","","","7000","7000-words"
"counter","adj.","相反的;反對的;對立的","","","7000","7000-words"
"courageous","adj.","英勇的,勇敢的","","","7000","7000-words"
"courteous","adj.","有禮貌的","","","7000","7000-words"
"critical","adj.","緊要的,關鍵性的,危急的","","","7000","7000-words"
"cunning","adj.","狡猾的,奸詐的","","","7000","7000-words"
"damp","adj.","有濕氣的;潮濕的","","","7000","7000-words"
"defensible","adj.","可防禦的;可辯護的","","","7000","7000-words"
"defensive","adj.","防禦的","","","7000","7000-words"
"definite","adj.","明確的,確切的","","","7000","7000-words"
"delicate","adj.","易碎的;嬌貴的","","","7000","7000-words"
"delightful","adj.","令人愉快的,令人高興的","","","7000","7000-words"
"dense","adj.","密集的,稠密的","","","7000","7000-words"
"dependable","adj.","可靠的;可信任的","","","7000","7000-words"
"dependent","adj.","依靠的;依賴的","","","7000","7000-words"
"desperate","adj.","極度渴望的","","","7000","7000-words"
"detective","adj.","偵查用的;探測用的","","","7000","7000-words"
"digital","adj.","數字的","","","7000","7000-words"
"distinct","adj.","與其他不同的","","","7000","7000-words"
"distinguished","adj.","卓越的;著名的","","","7000","7000-words"
"divine","adj.","神授的,天賜的","","","7000","7000-words"
"dominant","adj.","佔優勢的,支配的,統治的","","","7000","7000-words"
"durable","adj.","經久的,耐用的","","","7000","7000-words"
"dusty","adj.","滿是灰塵的","","","7000","7000-words"
"dynamic","adj.","動態的","","","7000","7000-words"
"earnest","adj.","誠摯的;熱心的","","","7000","7000-words"
"economic","adj.","經濟上的;經濟學的","","","7000","7000-words"
"economical","adj.","經濟的,節約的","","","7000","7000-words"
"elastic","adj.","有彈性的,有彈力的","","","7000","7000-words"
"elegant","adj.","優美的,漂亮的","","","7000","7000-words"
"elementary","adj.","基本的;初級的,基礎的","","","7000","7000-words"
"emotional","adj.","易動情的","","","7000","7000-words"
"enormous","adj.","巨大的","","","7000","7000-words"
"envious","adj.","嫉妒的;羨慕的","","","7000","7000-words"
"essential","adj.","必要的;實質的","","","7000","7000-words"
"eventual","adj.","最後的;結果的","","","7000","7000-words"
"evident","adj.","明顯的;明白的","","","7000","7000-words"
"experimental","adj.","實驗性的;試驗性的","","","7000","7000-words"
"explosive","adj.","爆炸(性)的;爆發性的","","","7000","7000-words"
"facial","adj.","臉的;面部的","","","7000","7000-words"
"faithful","adj.","忠實的;忠誠的","","","7000","7000-words"
"fantastic","adj.","奇妙的","","","7000","7000-words"
"fatal","adj.","致命的","","","7000","7000-words"
"favorable","adj.","適合的","","","7000","7000-words"
"fertile","adj.","(土地)肥沃的,富饒的;受精的","","","7000","7000-words"
"fierce","adj.","兇猛的;殘酷的","","","7000","7000-words"
"financial","adj.","財政的;金融的","","","7000","7000-words"
"flexible","adj.","可彎曲的;可變通的","","","7000","7000-words"
"fluent","adj.","流利的,流暢的","","","7000","7000-words"
"fortunate","adj.","幸運的,僥倖的","","","7000","7000-words"
"fossil","adj.","化石的;守舊的","","","7000","7000-words"
"fragrant","adj.","香的","","","7000","7000-words"
"functional","adj.","機能的;實用的","","","7000","7000-words"
"fundamental","adj.","基礎的;根本的","","","7000","7000-words"
"furious","adj.","狂怒的","","","7000","7000-words"
"genuine","adj.","真的;非偽造的","","","7000","7000-words"
"gifted","adj.","有天資的,有天賦的","","","7000","7000-words"
"gigantic","adj.","巨大的,龐大的","","","7000","7000-words"
"glorious","adj.","壯觀的,壯麗的","","","7000","7000-words"
"graceful","adj.","優美的,雅緻的","","","7000","7000-words"
"gracious","adj.","親切的;和藹的","","","7000","7000-words"
"grammatical","adj.","文法的;合乎文法的","","","7000","7000-words"
"grateful","adj.","感謝的,感激的","","","7000","7000-words"
"grave","adj.","嚴重的;嚴肅的,認真的","","","7000","7000-words"
"greasy","adj.","油膩的","","","7000","7000-words"
"guilty","adj.","有罪的","","","7000","7000-words"
"habitual","adj.","習以為常的","","","7000","7000-words"
"harsh","adj.","粗糙的","","","7000","7000-words"
"healthful","adj.","有益於健康的","","","7000","7000-words"
"honorable","adj.","可尊敬的","","","7000","7000-words"
"hopeful","adj.","抱有希望的","","","7000","7000-words"
"identical","adj.","完全相同的","","","7000","7000-words"
"idle","adj.","無所事事的","","","7000","7000-words"
"ignorant","adj.","無知的,不學無術的","","","7000","7000-words"
"imaginable","adj.","能想像的","","","7000","7000-words"
"imaginary","adj.","虛構的;幻想的","","","7000","7000-words"
"imaginative","adj.","虛構的;幻想的","","","7000","7000-words"
"influential","adj.","有影響的","","","7000","7000-words"
"informative","adj.","教育性的;有益的","","","7000","7000-words"
"initial","adj.","開始的,最初的","","","7000","7000-words"
"intellectual","adj.","智力的","","","7000","7000-words"
"intelligent","adj.","有才智的","","","7000","7000-words"
"intense","adj.","強烈的,劇烈的","","","7000","7000-words"
"intensive","adj.","加強的;密集的","","","7000","7000-words"
"intermediate","adj.","中等程度的,中級的","","","7000","7000-words"
"intimate","adj.","親密的,熟悉的","","","7000","7000-words"
"junior","adj.","年紀較輕的;資淺的三年級(生)的","","","7000","7000-words"
"keen","adj.","熱心的;敏銳的;渴望的","","","7000","7000-words"
"lawful","adj.","合法的","","","7000","7000-words"
"lean","adj.","精瘦的;貧乏的","","","7000","7000-words"
"learned","adj.","有學問的,博學的;精通的","","","7000","7000-words"
"leisurely","adj.","從容不迫的,悠閒的","","","7000","7000-words"
"literary","adj.","文學的,文藝的","","","7000","7000-words"
"logical","adj.","合邏輯的;合理的","","","7000","7000-words"
"lousy","adj.","不潔的;卑鄙的;討厭的","","","7000","7000-words"
"loyal","adj.","忠誠的,忠心的","","","7000","7000-words"
"lunar","adj.","月的;陰曆的","","","7000","7000-words"
"luxurious","adj.","奢侈的;驕奢淫逸的","","","7000","7000-words"
"magnetic","adj.","磁鐵的;磁性的","","","7000","7000-words"
"magnificent","adj.","壯麗的,宏偉的","","","7000","7000-words"
"manual","adj.","用手操作的","","","7000","7000-words"
"maximum","adj.","最大限度的","","","7000","7000-words"
"mechanical","adj.","機械的","","","7000","7000-words"
"memorable","adj.","值得懷念的;難忘的","","","7000","7000-words"
"memorial","adj.","追悼的;記憶的","","","7000","7000-words"
"mere","adj.","僅僅的,只不過的","","","7000","7000-words"
"messy","adj.","混亂的","","","7000","7000-words"
"mild","adj.","溫和的,溫柔的","","","7000","7000-words"
"minimum","adj.","最小的,最少的","","","7000","7000-words"
"miserable","adj.","悽慘的;悲哀的","","","7000","7000-words"
"moderate","adj.","中等的,適度的","","","7000","7000-words"
"modest","adj.","審慎的;適度的","","","7000","7000-words"
"monthly","adj.","每月的;每月一次的","","","7000","7000-words"
"mountainous","adj.","多山的;巨大的","","","7000","7000-words"
"muddy","adj.","多爛泥的;泥濘的","","","7000","7000-words"
"multiple","adj.","複合的;多樣的","","","7000","7000-words"
"mutual","adj.","相互的;共同的","","","7000","7000-words"
"mysterious","adj.","神祕的;不可思議的","","","7000","7000-words"
"nearsighted","adj.","近視的","","","7000","7000-words"
"needy","adj.","貧窮的","","","7000","7000-words"
"nuclear","adj.","原子能的;細胞核的","","","7000","7000-words"
"numerous","adj.","許多的,很多的","","","7000","7000-words"
"obedient","adj.","服從的,順從的","","","7000","7000-words"
"objective","adj.","客觀的","","","7000","7000-words"
"occasional","adj.","偶爾的,非經常的","","","7000","7000-words"
"offensive","adj.","冒犯的,唐突的","","","7000","7000-words"
"oral","adj.","口頭的,口述的;口部的","","","7000","7000-words"
"organic","adj.","有機的","","","7000","7000-words"
"outstanding","adj.","傑出的;未償付的","","","7000","7000-words"
"oval","adj.","卵形的;橢圓形的","","","7000","7000-words"
"overnight","adj.","通宵;整夜","","","7000","7000-words"
"partial","adj.","部分的,局部的;不完全的","","","7000","7000-words"
"passive","adj.","被動的;消極的","","","7000","7000-words"
"peculiar","adj.","奇怪的;乖癖的","","","7000","7000-words"
"permanent","adj.","永久的,永恆的;永遠的","","","7000","7000-words"
"persuasive","adj.","有說服力的","","","7000","7000-words"
"pessimistic","adj.","悲觀的","","","7000","7000-words"
"philosophical","adj.","哲學的","","","7000","7000-words"
"physical","adj.","身體的;物理學的","","","7000","7000-words"
"plentiful","adj.","豐富的,充足的;多的","","","7000","7000-words"
"plural","adj.","複數的","","","7000","7000-words"
"poisonous","adj.","有毒的;有害的","","","7000","7000-words"
"portable","adj.","手提式的;輕便的","","","7000","7000-words"
"precise","adj.","精確的;準確的","","","7000","7000-words"
"preferable","adj.","更可取的,更合意的","","","7000","7000-words"
"pregnant","adj.","懷孕的","","","7000","7000-words"
"prime","adj.","最初的;原始的;基本的","","","7000","7000-words"
"primitive","adj.","原始的;遠古的;早期的","","","7000","7000-words"
"productive","adj.","生產的,生產性的","","","7000","7000-words"
"professional","adj.","職業性的","","","7000","7000-words"
"profitable","adj.","有利的","","","7000","7000-words"
"prominent","adj.","卓越的,著名的","","","7000","7000-words"
"promising","adj.","有希望的,有前途的","","","7000","7000-words"
"prompt","adj.","敏捷的;即時的,即期的","","","7000","7000-words"
"prosperous","adj.","興旺的,繁榮的,昌盛的","","","7000","7000-words"
"psychological","adj.","心理的,精神的","","","7000","7000-words"
"realistic","adj.","現實的","","","7000","7000-words"
"relative","adj.","有關的;相對的","","","7000","7000-words"
"reluctant","adj.","不情願的;勉強的","","","7000","7000-words"
"remarkable","adj.","非凡的;卓越的","","","7000","7000-words"
"respectable","adj.","值得尊敬的;體面的","","","7000","7000-words"
"respectful","adj.","恭敬的;尊敬人的","","","7000","7000-words"
"revolutionary","adj.","革命的","","","7000","7000-words"
"rural","adj.","農村的;田園的","","","7000","7000-words"
"senior","adj.","年資較深的;四年級生的","","","7000","7000-words"
"severe","adj.","嚴重的;劇烈的","","","7000","7000-words"
"shameful","adj.","可恥的,丟臉的","","","7000","7000-words"
"shortsighted","adj.","近視的;目光短淺的,缺乏遠見的","","","7000","7000-words"
"singular","adj.","單數的;獨個的","","","7000","7000-words"
"slight","adj.","輕微的;微小的","","","7000","7000-words"
"solar","adj.","太陽的;日光的","","","7000","7000-words"
"sorrowful","adj.","悲傷的;令人傷心的","","","7000","7000-words"
"spare","adj.","多餘的,剩下的;空閒的","","","7000","7000-words"
"spicy","adj.","辛辣的;痛快的","","","7000","7000-words"
"spiritual","adj.","心靈的;崇高純潔的","","","7000","7000-words"
"splendid","adj.","燦爛的;傑出的","","","7000","7000-words"
"stingy","adj.","小氣的","","","7000","7000-words"
"submarine","adj.","海底的","","","7000","7000-words"
"suspicious","adj.","猜疑的,疑心的;多疑的","","","7000","7000-words"
"sympathetic","adj.","同情的;有同情心的","","","7000","7000-words"
"systematic","adj.","有系統的;成體系的","","","7000","7000-words"
"technological","adj.","技術(學)的,工藝(學)的","","","7000","7000-words"
"tense","adj.","繃緊的","","","7000","7000-words"
"thorough","adj.","徹底的;完全的","","","7000","7000-words"
"thoughtful","adj.","考慮周到的","","","7000","7000-words"
"timid","adj.","膽小的;羞怯的","","","7000","7000-words"
"tiresome","adj.","令人厭倦的","","","7000","7000-words"
"tolerable","adj.","可忍受的;可容忍的","","","7000","7000-words"
"tolerant","adj.","忍受的,容忍的","","","7000","7000-words"
"tough","adj.","堅韌的,牢固的;頑固的;棘手的","","","7000","7000-words"
"tragic","adj.","悲慘的,不幸的","","","7000","7000-words"
"tremendous","adj.","巨大的;極度的,驚人的","","","7000","7000-words"
"tribal","adj.","部落的;種族的","","","7000","7000-words"
"troublesome","adj.","麻煩的,棘手的","","","7000","7000-words"
"unique","adj.","獨特的","","","7000","7000-words"
"universal","adj.","宇宙的;通用的","","","7000","7000-words"
"urban","adj.","城市的","","","7000","7000-words"
"urgent","adj.","緊急的,急迫的","","","7000","7000-words"
"vain","adj.","愛虛榮的;徒然的","","","7000","7000-words"
"vast","adj.","廣闊的,浩瀚的;非常的","","","7000","7000-words"
"very","adj.","正是;恰好是;僅僅","","","7000","7000-words"
"virgin","adj.","未玷污的","","","7000","7000-words"
"visual","adj.","視力的;光學的","","","7000","7000-words"
"vital","adj.","充滿活力的;致命的","","","7000","7000-words"
"voluntary","adj.","自願的","","","7000","7000-words"
"weekly","adj.","每週的;一週一次的","","","7000","7000-words"
"yearly","adj.","每年的;按年的","","","7000","7000-words"
"youthful","adj.","年輕的;富青春活力的","","","7000","7000-words"
"abandon","v.","放棄","","","7000","7000-words"
"absorb","v.","吸收(液體,氣體,光,聲等)","","","7000","7000-words"
"access","v.","取出(資料);使用;接近","","","7000","7000-words"
"accompany","v.","陪同;伴隨","","","7000","7000-words"
"accomplish","v.","完成;實現;達到","","","7000","7000-words"
"accuse","v.","指控","","","7000","7000-words"
"acquaint","v.","使認識;使熟悉","","","7000","7000-words"
"acquire","v.","取得;獲得","","","7000","7000-words"
"adapt","v.","使適應;使適合","","","7000","7000-words"
"adjust","v.","校準;調整;適應","","","7000","7000-words"
"alert","v.","向...報警;使警覺","","","7000","7000-words"
"amuse","v.","逗...高興","","","7000","7000-words"
"analyze","v.","分析","","","7000","7000-words"
"annoy","v.","惹惱,使生氣;使煩惱","","","7000","7000-words"
"apologize","v.","道歉","","","7000","7000-words"
"appoint","v.","任命,指派","","","7000","7000-words"
"arch","v.","使成弧形,拱起","","","7000","7000-words"
"arise","v.","升起","","","7000","7000-words"
"arouse","v.","喚起;激動;叫醒","","","7000","7000-words"
"assemble","v.","集合,召集","","","7000","7000-words"
"assign","v.","分配,分派","","","7000","7000-words"
"associate","v.","聯想,把...聯想在一起","","","7000","7000-words"
"assume","v.","假定","","","7000","7000-words"
"assure","v.","向...保證,擔保","","","7000","7000-words"
"attach","v.","裝上,貼上;使附屬","","","7000","7000-words"
"await","v.","等候,期待","","","7000","7000-words"
"backpack","v.","把...放入背包; 背負簡便行李旅行","","","7000","7000-words"
"bankrupt","v.","使破產;使赤貧","","","7000","7000-words"
"bargain","v.","討價還價","","","7000","7000-words"
"blend","v.","使混和","","","7000","7000-words"
"blink","v.","眨眼睛;閃爍","","","7000","7000-words"
"bloom","v.","開花;興盛","","","7000","7000-words"
"blossom","v.","開花;發展成","","","7000","7000-words"
"blush","v.","臉紅","","","7000","7000-words"
"boast","v.","吹牛;誇耀","","","7000","7000-words"
"bond","v.","以...作抵押;使...黏合","","","7000","7000-words"
"bounce","v.","彈起,彈回","","","7000","7000-words"
"breed","v.","使繁殖,飼養","","","7000","7000-words"
"broil","v.","烤;炙","","","7000","7000-words"
"calculate","v.","計算","","","7000","7000-words"
"campaign","v.","參加競選","","","7000","7000-words"
"carve","v.","刻,雕刻","","","7000","7000-words"
"catalog","v.","將...編入目錄","","","7000","7000-words"
"catalogue","v.","為...編目;登記,記載","","","7000","7000-words"
"cease","v.","停止,終止","","","7000","7000-words"
"cement","v.","黏緊,黏牢","","","7000","7000-words"
"cherish","v.","撫育;愛護","","","7000","7000-words"
"chirp","v.","鳥發啾聲;蟲發唧聲;人嘁喳說話","","","7000","7000-words"
"circulate","v.","流通;發行","","","7000","7000-words"
"clarify","v.","澄清;闡明","","","7000","7000-words"
"clash","v.","砰地相碰撞","","","7000","7000-words"
"classify","v.","將...分類","","","7000","7000-words"
"climax","v.","使達到頂點(或高潮)","","","7000","7000-words"
"code","v.","為...編碼","","","7000","7000-words"
"collapse","v.","倒塌","","","7000","7000-words"
"comment","v.","評論","","","7000","7000-words"
"commit","v.","使作出保證;犯(罪),做(錯事等)","","","7000","7000-words"
"complicate","v.","使複雜化","","","7000","7000-words"
"compose","v.","作(詩,曲等);構(圖)","","","7000","7000-words"
"concentrate","v.","濃縮;全神貫注","","","7000","7000-words"
"concrete","v.","使凝固;使結合","","","7000","7000-words"
"confess","v.","坦白,供認,承認","","","7000","7000-words"
"confine","v.","限制;使局限","","","7000","7000-words"
"congratulate","v.","祝賀;恭禧","","","7000","7000-words"
"conquer","v.","克服;征服","","","7000","7000-words"
"consist","v.","組成,構成","","","7000","7000-words"
"constitute","v.","構成,組成","","","7000","7000-words"
"construct","v.","建造,構成","","","7000","7000-words"
"consult","v.","與...商量","","","7000","7000-words"
"consume","v.","消耗,花費;耗盡","","","7000","7000-words"
"content","v.","使滿足","","","7000","7000-words"
"contest","v.","競爭,角逐;爭辯","","","7000","7000-words"
"contrast","v.","使對比,使對照","","","7000","7000-words"
"contribute","v.","捐獻,捐助;貢獻,出力","","","7000","7000-words"
"converse","v.","交談,談話","","","7000","7000-words"
"convey","v.","運送;傳達","","","7000","7000-words"
"convince","v.","使信服;說服","","","7000","7000-words"
"cooperate","v.","合作,協作;(事物)配合","","","7000","7000-words"
"cope","v.","競爭","","","7000","7000-words"
"cork","v.","用軟木塞塞住;抑制","","","7000","7000-words"
"correspond","v.","符合,一致","","","7000","7000-words"
"counter","v.","反對;反擊","","","7000","7000-words"
"crack","v.","砸開","","","7000","7000-words"
"cram","v.","把...塞滿;死記硬背","","","7000","7000-words"
"cripple","v.","使成跛子;使殘廢","","","7000","7000-words"
"criticize","v.","批評;批判;苛求","","","7000","7000-words"
"crush","v.","壓碎,壓壞","","","7000","7000-words"
"cube","v.","使成立方形;切成小方塊","","","7000","7000-words"
"cue","v.","給...暗示","","","7000","7000-words"
"curl","v.","使(頭髮)捲曲","","","7000","7000-words"
"curse","v.","詛咒,咒罵","","","7000","7000-words"
"curve","v.","使彎曲;使成曲線","","","7000","7000-words"
"cushion","v.","緩和...的衝擊","","","7000","7000-words"
"damn","v.","罵...該死,咒罵","","","7000","7000-words"
"damp","v.","使潮濕;使沮喪;抑制","","","7000","7000-words"
"declare","v.","宣佈,宣告","","","7000","7000-words"
"decrease","v.","減少","","","7000","7000-words"
"defeat","v.","戰勝,擊敗","","","7000","7000-words"
"defend","v.","防禦;保衛;保護","","","7000","7000-words"
"delight","v.","使高興","","","7000","7000-words"
"demand","v.","要求,請求","","","7000","7000-words"
"demonstrate","v.","示範操作(產品),展示","","","7000","7000-words"
"depart","v.","起程,出發;離開,離去","","","7000","7000-words"
"depress","v.","使沮喪","","","7000","7000-words"
"deserve","v.","應受,該得","","","7000","7000-words"
"devise","v.","設計;發明","","","7000","7000-words"
"devote","v.","將...奉獻","","","7000","7000-words"
"differ","v.","不同,相異","","","7000","7000-words"
"digest","v.","消化(食物)","","","7000","7000-words"
"disadvantage","v.","使處於不利地位","","","7000","7000-words"
"discipline","v.","懲戒","","","7000","7000-words"
"disconnect","v.","切斷(電話、電源等)","","","7000","7000-words"
"discourage","v.","使洩氣,使沮喪","","","7000","7000-words"
"disguise","v.","掩飾,隱瞞","","","7000","7000-words"
"disgust","v.","使作嘔","","","7000","7000-words"
"dismiss","v.","解散,遣散;解雇;開除","","","7000","7000-words"
"disorder","v.","使混亂;擾亂","","","7000","7000-words"
"dispute","v.","爭論;爭執","","","7000","7000-words"
"distinguish","v.","區別;識別","","","7000","7000-words"
"distribute","v.","分發;分配","","","7000","7000-words"
"disturb","v.","妨礙,打擾","","","7000","7000-words"
"divorce","v.","與...離婚,使離婚","","","7000","7000-words"
"dominate","v.","支配,統治,控制","","","7000","7000-words"
"download","v.","下載","","","7000","7000-words"
"doze","v.","打瞌睡,打盹","","","7000","7000-words"
"draft","v.","起草;設計","","","7000","7000-words"
"dread","v.","懼怕;擔心","","","7000","7000-words"
"drift","v.","漂,漂流","","","7000","7000-words"
"drill","v.","鑽(孔);在...上鑽孔","","","7000","7000-words"
"dye","v.","把...染上顏色","","","7000","7000-words"
"eliminate","v.","排除,消除","","","7000","7000-words"
"email","v.","electronic mail","","","7000","7000-words"
"e-mail","v.","傳送電子郵件","","","7000","7000-words"
"embarrass","v.","使困窘","","","7000","7000-words"
"emerge","v.","浮現;出現","","","7000","7000-words"
"enclose","v.","圍住;圈起","","","7000","7000-words"
"encounter","v.","遭遇(敵人);遇到(困難,危險等)","","","7000","7000-words"
"endanger","v.","危及;使遭到危險","","","7000","7000-words"
"endure","v.","忍耐,忍受","","","7000","7000-words"
"enforce","v.","實施,執行","","","7000","7000-words"
"enlarge","v.","擴大;擴展","","","7000","7000-words"
"entertain","v.","招待,款待","","","7000","7000-words"
"equip","v.","裝備,配備","","","7000","7000-words"
"establish","v.","建立;設立","","","7000","7000-words"
"estimate","v.","估計,估量","","","7000","7000-words"
"evaluate","v.","對...評價","","","7000","7000-words"
"evidence","v.","顯示,表明","","","7000","7000-words"
"exaggerate","v.","張,誇大;對...言過其實","","","7000","7000-words"
"exhaust","v.","使精疲力盡","","","7000","7000-words"
"exhibit","v.","展示,陳列","","","7000","7000-words"
"expand","v.","展開,張開","","","7000","7000-words"
"explore","v.","探測;探勘","","","7000","7000-words"
"expose","v.","使暴露於","","","7000","7000-words"
"extend","v.","延長,延伸","","","7000","7000-words"
"feast","v.","盛宴款待","","","7000","7000-words"
"ferry","v.","用渡船運送","","","7000","7000-words"
"fetch","v.","(去)拿來","","","7000","7000-words"
"finance","v.","籌措資金","","","7000","7000-words"
"flatter","v.","諂媚;奉承","","","7000","7000-words"
"flee","v.","逃離;逃避","","","7000","7000-words"
"flunk","v.","失敗;不及格","","","7000","7000-words"
"flush","v.","湧;湧流;用水沖洗","","","7000","7000-words"
"foam","v.","起泡沫","","","7000","7000-words"
"forbid","v.","禁止,不許","","","7000","7000-words"
"forecast","v.","預測","","","7000","7000-words"
"frame","v.","給...裝框子","","","7000","7000-words"
"frost","v.","結霜於","","","7000","7000-words"
"frown","v.","皺眉;表示不滿","","","7000","7000-words"
"fuel","v.","加燃料;加油","","","7000","7000-words"
"fulfill","v.","履行(諾言等)","","","7000","7000-words"
"furnish","v.","給(房間)配置(傢俱等);供應;提供","","","7000","7000-words"
"gaze","v.","凝視,注視,盯","","","7000","7000-words"
"gear","v.","使適應,使適合","","","7000","7000-words"
"giggle","v.","咯咯地笑;傻笑","","","7000","7000-words"
"glide","v.","滑動,滑行","","","7000","7000-words"
"glimpse","v.","看一眼,瞥見","","","7000","7000-words"
"grace","v.","使優美","","","7000","7000-words"
"grieve","v.","使悲傷;使苦惱","","","7000","7000-words"
"grind","v.","磨(碎)","","","7000","7000-words"
"guarantee","v.","保證;擔保","","","7000","7000-words"
"halt","v.","停止;終止","","","7000","7000-words"
"harden","v.","使變硬;使變堅固","","","7000","7000-words"
"hasten","v.","催促;加速;趕緊","","","7000","7000-words"
"herd","v.","放牧","","","7000","7000-words"
"honeymoon","v.","度蜜月","","","7000","7000-words"
"hook","v.","用鉤鉤住","","","7000","7000-words"
"horrify","v.","使恐懼,使驚懼","","","7000","7000-words"
"hose","v.","用軟管淋澆","","","7000","7000-words"
"host","v.","主辦,主持;以主人身分招待","","","7000","7000-words"
"identify","v.","確認;識別","","","7000","7000-words"
"idle","v.","空轉","","","7000","7000-words"
"illustrate","v.","(用圖,實例等)說明","","","7000","7000-words"
"imitate","v.","模仿","","","7000","7000-words"
"immigrate","v.","遷移;遷入","","","7000","7000-words"
"impact","v.","壓緊;擠滿","","","7000","7000-words"
"imply","v.","暗指;暗示;意味著","","","7000","7000-words"
"industrialize","v.","使工業化","","","7000","7000-words"
"infect","v.","傳染;侵染;感染","","","7000","7000-words"
"initial","v.","簽姓名的首字母於;草簽","","","7000","7000-words"
"input","v.","將(資料等)輸入電腦","","","7000","7000-words"
"insert","v.","插入;嵌入","","","7000","7000-words"
"inspire","v.","鼓舞","","","7000","7000-words"
"install","v.","安裝,設置","","","7000","7000-words"
"instruct","v.","指示","","","7000","7000-words"
"insult","v.","侮辱,羞辱","","","7000","7000-words"
"intend","v.","想要;打算","","","7000","7000-words"
"intensify","v.","加強,增強","","","7000","7000-words"
"interact","v.","互相作用","","","7000","7000-words"
"interfere","v.","介入;干涉,干預","","","7000","7000-words"
"intermediate","v.","作中間人;干預","","","7000","7000-words"
"interpret","v.","解釋","","","7000","7000-words"
"invade","v.","侵入,侵略","","","7000","7000-words"
"invest","v.","投(資)","","","7000","7000-words"
"involve","v.","使捲入,連累;牽涉","","","7000","7000-words"
"isolate","v.","使孤立","","","7000","7000-words"
"itch","v.","發癢","","","7000","7000-words"
"knuckle","v.","用指關節敲打","","","7000","7000-words"
"labor","v.","勞動;努力","","","7000","7000-words"
"lag","v.","落後;延遲","","","7000","7000-words"
"landscape","v.","在(一片土地)上造園","","","7000","7000-words"
"launch","v.","發射;開始","","","7000","7000-words"
"lean","v.","倚,靠","","","7000","7000-words"
"lecture","v.","講課;訓斥","","","7000","7000-words"
"license","v.","許可,准許;發許可證給","","","7000","7000-words"
"lighten","v.","使光明,照亮","","","7000","7000-words"
"loan","v.","借出,貸與","","","7000","7000-words"
"manufacture","v.","(大量)製造,加工","","","7000","7000-words"
"mislead","v.","把...帶錯方向;把...引入歧途","","","7000","7000-words"
"misunderstand","v.","誤會;曲解","","","7000","7000-words"
"monitor","v.","監控;監聽;監測","","","7000","7000-words"
"motivate","v.","給...動機;刺激","","","7000","7000-words"
"mow","v.","刈(草坪等)上的草","","","7000","7000-words"
"murmur","v.","私下抱怨,咕噥","","","7000","7000-words"
"neglect","v.","忽視,忽略","","","7000","7000-words"
"negotiate","v.","談判,協商","","","7000","7000-words"
"nevertheless","v.","仍然,不過,然而","","","7000","7000-words"
"obtain","v.","得到,獲得","","","7000","7000-words"
"occupy","v.","佔領,佔據","","","7000","7000-words"
